Name;Class;Vertices;Faces;;Min X;Min Y;Min Z;Max X;Max Y;Max Z; ;Range X;Range Y;Range Z
m244;m244;540;842;;0,025;0,025;0,025;0,873235;0,975;0,203622;;0,848235;0,95;0,178622
m243;m243;568;857;;0,025;0,025;0,025;0,919047;0,975;0,202954;;0,894047;0,95;0,177954
m242;m242;598;880;;0,025;0,025;0,025;0,868253;0,975;0,441164;;0,843253;0,95;0,416164
m241;m241;589;874;;0,025;0,025;0,025;0,798532;0,975;0,336804;;0,773532;0,95;0,311804
m240;m240;716;1352;;0,025;0,025;0,025;0,903961;0,975;0,192413;;0,878961;0,95;0,167413
m239;m239;551;831;;0,025;0,025;0,025;0,73491;0,975;0,216618;;0,70991;0,95;0,191618
m238;m238;559;880;;0,025;0,025;0,025;0,900705;0,975;0,201636;;0,875705;0,95;0,176636
m237;m237;480;956;;0,025;0,025;0,025;0,925512;0,975;0,15042;;0,900512;0,95;0,12542
m236;m236;2841;5537;;0,025;0,025;0,025;0,975;0,956304;0,262472;;0,95;0,931304;0,237472
m235;m235;408;812;;0,025;0,025;0,025;0,849048;0,975;0,247928;;0,824048;0,95;0,222928
m234;m234;529;992;;0,025;0,025;0,025;0,843264;0,975;0,214802;;0,818264;0,95;0,189802
m233;m233;747;1430;;0,025;0,025;0,025;0,967279;0,975;0,207388;;0,942279;0,95;0,182388
327;Mech;14937;29870;;-0,645074;-0,763935;-0,63883;0,645262;0,676109;0,565075;;1,290336;1,440044;1,203905
326;Mech;14995;29986;;-0,770241;-0,622915;-0,571369;0,765932;0,716628;0,580761;;1,536173;1,339543;1,15213
325;Mech;14999;29994;;-0,531933;-0,836381;-0,787772;0,53053;0,768306;0,663571;;1,062463;1,604687;1,451343
324;Mech;14812;29620;;-0,663298;-0,714382;-0,687821;0,690454;0,63917;0,665731;;1,353752;1,353552;1,353552
323;Mech;14991;29978;;-0,537188;-0,644915;-0,536902;0,540275;0,809676;0,540561;;1,077463;1,454591;1,077463
322;Mech;14991;29978;;-0,539344;-0,646622;-0,539434;0,538995;0,809152;0,538905;;1,078339;1,455774;1,078339
321;Mech;14995;29986;;-0,540315;-0,643955;-0,536181;0,53753;0,811151;0,541664;;1,077845;1,455106;1,077845
9;Human;2639;5274;;-0,318209;-0,343994;-0,988769;0,336627;0,37601;0,836355;;0,654836;0,720004;1,825124
8;Human;11015;22026;;-0,325783;-0,372229;-0,989051;0,345327;0,388747;0,841066;;0,67111;0,760976;1,830117
7;Human;8441;16878;;-0,150307;-0,28627;-0,98605;0,188054;0,287679;0,874778;;0,338361;0,573949;1,860828
6;Human;10098;20192;;-0,249875;-0,988545;-0,22694;0,251338;0,759861;0,166589;;0,501213;1,748406;0,393529
5;Human;15154;30308;;-0,555662;-0,931541;-0,408832;0,433563;0,999906;0,365818;;0,989225;1,931447;0,77465
4;Human;5676;11348;;-0,279213;-0,94802;-0,310635;0,329107;0,505744;0,398614;;0,60832;1,453764;0,709249
3;Human;5641;11278;;-0,268936;-0,937717;-0,267749;0,280586;0,556325;0,426877;;0,549522;1,494042;0,694626
20;Human;15700;31396;;-0,440116;-0,967757;-0,385793;0,409329;0,944012;0,314553;;0,849445;1,911769;0,700346
2;Human;10050;20096;;-0,205586;-0,959707;-0,533277;0,133258;0,916526;0,505301;;0,338844;1,876233;1,038578
259;Bird;9015;18026;;-0,89837;-0,314132;-0,739547;0,903926;0,287996;0,883729;;1,802296;0,602128;1,623276
258;Bird;8946;17888;;-0,654389;-0,65958;-0,627187;0,742536;0,745679;0,630926;;1,396925;1,405259;1,258113
257;Bird;2135;4266;;-0,961106;-0,190417;-0,570424;0,952787;0,082656;0,384807;;1,913893;0,273073;0,955231
256;Bird;5970;11936;;-0,769096;-0,587246;-0,77253;0,941027;0,456183;0,863964;;1,710123;1,043429;1,636494
255;Bird;5054;10104;;-0,96463;-0,30213;-0,511554;0,976911;0,22517;0,55328;;1,941541;0,5273;1,064834
254;Bird;3638;7272;;-0,134714;-0,997037;-0,535184;0,075077;0,997805;0,416893;;0,209791;1,994842;0,952077
253;Bird;6164;12324;;-0,920349;-0,17476;-0,690524;0,913236;0,317059;0,899329;;1,833585;0,491819;1,589853
252;Bird;6351;12698;;-0,873199;-0,483389;-0,622096;0,863273;0,286749;0,444213;;1,736472;0,770138;1,066309
251;Bird;3158;6312;;-0,994221;-0,251224;-0,283915;0,998279;0,260431;0,279869;;1,9925;0,511655;0,563784
250;Bird;4280;8556;;-0,596978;-0,943793;-0,115959;0,75775;0,970807;0,068393;;1,354728;1,9146;0,184352
249;Bird;3714;7424;;-0,995464;-0,31703;-0,515943;0,968477;0,076347;0,445595;;1,963941;0,393377;0,961538
248;Bird;11790;23576;;-0,769412;-0,505852;-0,724197;0,684537;0,687331;0,517258;;1,453949;1,193183;1,241455
247;Bird;5519;11034;;-0,912034;-0,343769;-0,59118;0,939714;0,384718;0,413943;;1,851748;0,728487;1,005123
246;Bird;4219;8434;;-0,972137;-0,35037;-0,349167;0,977143;0,193331;0,300813;;1,94928;0,543701;0,6499799
245;Bird;6475;12946;;-0,905726;-0,360399;-0,66175;0,909522;0,411998;0,594742;;1,815248;0,772397;1,256492
244;Bird;4501;8998;;-0,979481;-0,196637;-0,541803;0,987675;0,082153;0,380353;;1,967156;0,27879;0,922156
82;Ant;8299;16594;;-0,487613;-0,860302;-0,579611;0,618473;0,922078;0,394064;;1,106086;1,78238;0,973675
81;Ant;6370;12736;;-0,48686;-0,977877;-0,484288;0,417165;0,845361;0,241441;;0,904025;1,823238;0,725729
100;Ant;8064;16124;;-0,377489;-0,812319;-0,529768;0,3787;0,869013;0,541718;;0,756189;1,681332;1,071486
80;Airplane;7351;14698;;-0,915754;-0,975754;-0,113978;0,632621;0,946888;0,423782;;1,548375;1,922642;0,53776
79;Airplane;6689;13374;;-0,897625;-0,966108;-0,103375;0,679039;0,986011;0,464878;;1,576664;1,952119;0,568253
78;Airplane;7470;14936;;-0,997793;-0,903584;-0,121189;0,826732;0,904432;0,482449;;1,824525;1,808016;0,603638
77;Airplane;6587;13170;;-0,872611;-0,112446;-0,999263;0,874968;0,338923;0,787391;;1,747579;0,451369;1,786654
76;Airplane;5923;11842;;-0,997913;-0,731944;-0,126016;0,835326;0,74372;0,328565;;1,833239;1,475664;0,454581
m988;m988;3093;6000;;0,025;0,025;0,025;0,272186;0,975;0,242736;;0,247186;0,95;0,217736
m987;m987;850;982;;0,025;0,025;0,025;0,553203;0,400042;0,975;;0,528203;0,375042;0,95
m986;m986;6656;13512;;0,151273;0,152172;0,025;0,581172;0,608205;0,913329;;0,429899;0,456033;0,888329
m985;m985;50833;88945;;0,2499;0,0260533;0,186911;0,753489;0,752244;0,332549;;0,503589;0,7261907;0,145638
m984;m984;849;982;;0,025;0,025;0,025;0,555368;0,975;0,403834;;0,530368;0,95;0,378834
m983;m983;70;74;;0,025;0,025;0,025;0,97343;0,832675;0,975;;0,94843;0,807675;0,95
m982;m982;332;600;;0,025;0,025;0,025;0,357833;0,975;0,373255;;0,332833;0,95;0,348255
227;Fish;5216;10428;;-0,91749;-0,2702;-0,237113;0,926628;0,288422;0,379781;;1,844118;0,558622;0,616894
226;Fish;5216;10428;;-0,91749;-0,2702;-0,237113;0,926628;0,288422;0,379781;;1,844118;0,558622;0,616894
225;Fish;6076;12148;;-0,812895;-0,280438;-0,515638;0,9768;0,336214;0,36526;;1,789695;0,616652;0,880898
224;Fish;5061;10118;;-0,839969;-0,228352;-0,400057;0,979541;0,290794;0,22117;;1,81951;0,519146;0,621227
223;Fish;6656;13308;;-0,80937;-0,364122;-0,464803;0,960947;0,424418;0,362756;;1,770317;0,78854;0,827559
222;Fish;5255;10506;;-0,859245;-0,254741;-0,24972;0,952138;0,281493;0,43338;;1,811383;0,536234;0,6831
221;Fish;7121;14238;;-0,940084;-0,301129;-0,492031;0,842687;0,296484;0,571906;;1,782771;0,597613;1,063937
40;Cup;15165;30326;;-0,514777;-0,924153;-0,512149;0,517862;0,921918;0,514446;;1,032639;1,846071;1,026595
39;Cup;15161;30322;;-0,760185;-0,498521;-0,659451;0,908827;0,620315;0,622055;;1,669012;1,118836;1,281506
38;Cup;15064;30128;;-0,90279;-0,683938;-0,608823;0,807385;0,617743;0,62186;;1,710175;1,301681;1,230683
37;Cup;6270;12540;;-0,687798;-0,671802;-0,723183;0,661577;0,676916;0,999318;;1,349375;1,348718;1,722501
36;Cup;9076;18152;;-0,763991;-0,753795;-0,631095;0,653126;0,86456;0,717949;;1,417117;1,618355;1,349044
35;Cup;15136;30268;;-0,498578;-0,881755;-0,475519;0,500886;0,653413;0,478736;;0,999464;1,535168;0,954255
34;Cup;9602;19204;;-0,626253;-0,872109;-0,793881;0,629673;0,701449;0,764418;;1,255926;1,573558;1,558299
33;Cup;7349;14698;;-0,741236;-0,615942;-0,674574;0,971166;0,650718;0,6727;;1,712402;1,26666;1,347274
32;Cup;14751;29502;;-0,619332;-0,628529;-0,531993;0,85331;0,704408;0,534948;;1,472642;1,332937;1,066941
98;Ant;6154;12304;;-0,445653;-0,958272;-0,428723;0,392499;0,938639;0,381281;;0,838152;1,896911;0,810004
97;Ant;8167;16330;;-0,562256;-0,883007;-0,184666;0,490104;0,829995;0,211496;;1,05236;1,713002;0,396162
96;Ant;8504;17004;;-0,760462;-0,965739;-0,332062;0,623121;0,730517;0,402383;;1,383583;1,696256;0,734445
95;Ant;7355;14706;;-0,666332;-0,82165;-0,229448;0,514417;0,95625;0,253013;;1,180749;1,7779;0,482461
94;Ant;7236;14468;;-0,9297;-0,290205;-0,777123;0,79455;0,330704;0,716456;;1,72425;0,620909;1,493579
93;Ant;8216;16432;;-0,789443;-0,886703;-0,224755;0,752337;0,95123;0,491097;;1,54178;1,837933;0,715852
92;Ant;5867;11730;;-0,456019;-0,910711;-0,312308;0,502694;0,998207;0,262275;;0,9587131;1,908918;0,5745831
91;Ant;8640;17276;;-0,567598;-0,802261;-0,492147;0,596869;0,970994;0,406603;;1,164467;1,773255;0,89875
90;Ant;7877;15750;;-0,514921;-0,889206;-0,45636;0,606259;0,916304;0,385974;;1,12118;1,80551;0,842334
89;Ant;7654;15304;;-0,546172;-0,888764;-0,209979;0,480063;0,919898;0,428371;;1,026235;1,808662;0,63835
88;Ant;8210;16416;;-0,760446;-0,844331;-0,638264;0,750407;0,981235;0,374887;;1,510853;1,825566;1,013151
87;Ant;7470;14936;;-0,565668;-0,875761;-0,548266;0,662331;0,962997;0,307246;;1,227999;1,838758;0,855512
86;Ant;7038;14072;;-0,330663;-0,925771;-0,480266;0,310102;0,900537;0,355275;;0,640765;1,826308;0,835541
85;Ant;8388;16772;;-0,630332;-0,814198;-0,201516;0,462543;0,935331;0,408109;;1,092875;1,749529;0,609625
84;Ant;6850;13696;;-0,43863;-0,822991;-0,459985;0,42824;0,927339;0,487656;;0,86687;1,75033;0,947641
83;Ant;6376;12748;;-0,611593;-0,942824;-0,314417;0,487833;0,927874;0,299502;;1,099426;1,870698;0,613919
m999;m999;1235;1277;;0,025;0,025;0,025;0,805219;0,975;0,646627;;0,780219;0,95;0,621627
m998;m998;318;478;;0,025;0,025;0,025;0,550817;0,975;0,506435;;0,525817;0,95;0,481435
m997;m997;695;723;;0,025;0,025;0,025;0,884369;0,768024;0,975;;0,859369;0,7430241;0,95
m996;m996;623;1129;;0,025;0,025;0,025;0,723587;0,975;0,657661;;0,698587;0,95;0,632661
m995;m995;7323;8448;;0,025;0,025;0,025;0,868916;0,932844;0,975;;0,843916;0,907844;0,95
m994;m994;395;454;;0,025;0,025;0,025;0,975;0,64508;0,863712;;0,95;0,62008;0,838712
m993;m993;220;320;;0,025;0,025;0,025;0,293021;0,975;0,225939;;0,268021;0,95;0,200939
m992;m992;491;644;;0,025;0,025;0,025;0,914445;0,510263;0,975;;0,889445;0,485263;0,95
m991;m991;4867;6370;;0,025;0,025;0,025;0,975;0,814367;0,958696;;0,95;0,789367;0,933696
m990;m990;491;644;;0,025;0,025;0,025;0,927322;0,542965;0,975;;0,902322;0,517965;0,95
m989;m989;1027;1024;;0,025;0,025;0,025;0,721648;0,975;0,659686;;0,696648;0,95;0,6346861
m981;m981;927;2200;;0,025;0,025;0,025;0,422859;0,975;0,30968;;0,397859;0,95;0,28468
m980;m980;8937;16007;;0,025;0,025;0,025;0,409023;0,975;0,438638;;0,384023;0,95;0,413638
m979;m979;1236;1070;;0,025;0,025;0,025;0,480545;0,975;0,460652;;0,455545;0,95;0,435652
m978;m978;3411;3966;;0,025;0,025;0,025;0,410114;0,975;0,465016;;0,385114;0,95;0,440016
m977;m977;1548;3044;;0,025;0,025;0,025;0,570625;0,975;0,651253;;0,545625;0,95;0,626253
m960;m960;1818;3528;;0,025;0,025;0,025;0,477506;0,975;0,258064;;0,452506;0,95;0,233064
m959;m959;872;1712;;0,025;0,025;0,025;0,420781;0,975;0,211007;;0,395781;0,95;0,186007
m958;m958;64;108;;0,025;0,025;0,025;0,975;0,618772;0,584317;;0,95;0,593772;0,5593171
m957;m957;64;108;;0,025;0,025;0,025;0,784988;0,975;0,323297;;0,759988;0,95;0,298297
m956;m956;136;206;;0,025;0,025;0,025;0,839331;0,975;0,717137;;0,814331;0,95;0,692137
m955;m955;136;206;;0,025;0,025;0,025;0,975;0,948562;0,697876;;0,95;0,923562;0,672876
m954;m954;146;254;;0,025;0,025;0,025;0,975;0,793272;0,549012;;0,95;0,768272;0,524012
m953;m953;195;334;;0,025;0,025;0,025;0,975;0,55137;0,376232;;0,95;0,52637;0,351232
m952;m952;308;580;;0,025;0,025;0,025;0,567857;0,975;0,788393;;0,5428571;0,95;0,763393
m951;m951;363;572;;0,025;0,025;0,025;0,797947;0,536752;0,975;;0,772947;0,511752;0,95
m950;m950;437;724;;0,025;0,025;0,025;0,769384;0,889227;0,975;;0,7443841;0,864227;0,95
m949;m949;706;1388;;0,025;0,025;0,025;0,956207;0,975;0,489954;;0,931207;0,95;0,464954
m948;m948;4597;9038;;0,025;0,025;0,025;0,975;0,893382;0,961408;;0,95;0,868382;0,936408
m947;m947;441;584;;0,025;0,025;0,025;0,721994;0,445454;0,975;;0,696994;0,420454;0,95
m946;m946;449;644;;0,025;0,025;0,025;0,494149;0,494147;0,975;;0,469149;0,469147;0,95
m945;m945;8116;15659;;0,025;0,025;0,025;0,740004;0,813378;0,975;;0,715004;0,788378;0,95
m944;m944;137;164;;0,025;0,025;0,025;0,480987;0,468848;0,975;;0,455987;0,443848;0,95
m943;m943;232;258;;0,025;0,025;0,025;0,975;0,564243;0,934402;;0,95;0,539243;0,909402
m942;m942;200;300;;0,025;0,025;0,025;0,975;0,513095;0,975;;0,95;0,488095;0,95
m941;m941;408;824;;0,025;0,025;0,025;0,975;0,433316;0,974984;;0,95;0,408316;0,949984
m940;m940;416;652;;0,025;0,025;0,025;0,975;0,628823;0,975;;0,95;0,603823;0,95
m939;m939;398;604;;0,025;0,025;0,025;0,975;0,443316;0,975;;0,95;0,418316;0,95
m938;m938;422;840;;0,025;0,025;0,025;0,87475;0,876735;0,975;;0,84975;0,851735;0,95
m937;m937;72;140;;0,025;0,025;0,025;0,975;0,763889;0,975;;0,95;0,738889;0,95
m936;m936;46;76;;0,025;0,025;0,025;0,975;0,4525;0,928504;;0,95;0,4275;0,903504
m935;m935;128;241;;0,025;0,025;0,025;0,876203;0,975;0,876186;;0,851203;0,95;0,851186
m934;m934;148;276;;0,025;0,025;0,025;0,975;0,814898;0,975;;0,95;0,789898;0,95
m933;m933;55;100;;0,025;0,025;0,025;0,975;0,559375;0,928504;;0,95;0,534375;0,903504
m932;m932;10889;20594;;0,025;0,025;0,025;0,975;0,620207;0,975;;0,95;0,595207;0,95
m931;m931;54;88;;0,025;0,025;0,025;0,811207;0,975;0,772727;;0,786207;0,95;0,747727
m930;m930;501;978;;0,025;0,025;0,025;0,641081;0,975;0,641081;;0,616081;0,95;0,616081
m929;m929;444;752;;0,025;0,025;0,025;0,975;0,562554;0,975;;0,95;0,537554;0,95
m928;m928;463;752;;0,025;0,025;0,025;0,975;0,804676;0,975;;0,95;0,779676;0,95
m927;m927;201;366;;0,025;0,025;0,025;0,974424;0,354664;0,975;;0,949424;0,329664;0,95
m926;m926;218;408;;0,025;0,025;0,025;0,975;0,791605;0,975;;0,95;0,766605;0,95
m925;m925;216;408;;0,025;0,025;0,025;0,974907;0,568592;0,975;;0,949907;0,543592;0,95
m924;m924;215;408;;0,025;0,025;0,025;0,975;0,336326;0,975;;0,95;0,311326;0,95
m923;m923;201;366;;0,025;0,025;0,025;0,97442;0,526223;0,975;;0,94942;0,501223;0,95
m922;m922;54;88;;0,025;0,025;0,025;0,975;0,535625;0,928504;;0,95;0,510625;0,903504
m921;m921;1921;3680;;0,025;0,025;0,025;0,975;0,468679;0,975;;0,95;0,443679;0,95
m920;m920;426;736;;0,025;0,025;0,025;0,975;0,975;0,676806;;0,95;0,95;0,651806
m919;m919;78;124;;0,025;0,025;0,025;0,855996;0,975;0,90372;;0,830996;0,95;0,87872
m918;m918;78;124;;0,025;0,025;0,025;0,975;0,374845;0,484823;;0,95;0,349845;0,459823
m917;m917;96;172;;0,025;0,025;0,025;0,975;0,405;0,658333;;0,95;0,38;0,633333
m916;m916;40;60;;0,025;0,025;0,025;0,975;0,931818;0,975;;0,95;0,906818;0,95
m915;m915;40;60;;0,025;0,025;0,025;0,975;0,636563;0,5;;0,95;0,611563;0,475
m914;m914;576;956;;0,025;0,025;0,025;0,975;0,288203;0,379987;;0,95;0,263203;0,354987
383;FourLeg;13331;26658;;-0,295177;-0,994827;-0,519569;0,296016;0,805897;0,402432;;0,591193;1,800724;0,922001
382;FourLeg;8078;16152;;-0,435902;-0,755616;-0,690518;0,272533;0,790742;0,588281;;0,708435;1,546358;1,278799
381;FourLeg;6938;13872;;-0,660265;-0,589829;-0,28568;0,973864;0,472524;0,285379;;1,634129;1,062353;0,571059
240;Fish;6833;13662;;-0,796664;-0,337138;-0,429387;0,949071;0,442666;0,235644;;1,745735;0,779804;0,665031
239;Fish;5121;10238;;-0,871105;-0,305752;-0,255102;0,985426;0,364282;0,191327;;1,856531;0,6700341;0,446429
238;Fish;5096;10188;;-0,825027;-0,235357;-0,395896;0,938468;0,268338;0,295354;;1,763495;0,503695;0,69125
237;Fish;4439;8874;;-0,839837;-0,215943;-0,325913;0,961633;0,260695;0,231417;;1,80147;0,476638;0,55733
236;Fish;4845;9686;;-0,829911;-0,228387;-0,420974;0,950835;0,311833;0,290376;;1,780746;0,54022;0,71135
235;Fish;5250;10496;;-0,856088;-0,261006;-0,462946;0,961071;0,307066;0,243146;;1,817159;0,568072;0,706092
234;Fish;7498;14992;;-0,831772;-0,417352;-0,364203;0,975836;0,501369;0,438484;;1,807608;0,918721;0,802687
233;Fish;10186;20368;;-0,710256;-0,4647;-0,59573;0,949375;0,507473;0,425047;;1,659631;0,972173;1,020777
232;Fish;5440;10876;;-0,855322;-0,276683;-0,319772;0,95206;0,304177;0,226792;;1,807382;0,58086;0,546564
231;Fish;6264;12524;;-0,815943;-0,316728;-0,451879;0,97258;0,370739;0,285343;;1,788523;0,687467;0,737222
230;Fish;7573;15142;;-0,94691;-0,495329;-0,312588;0,843766;0,586114;0,314026;;1,790676;1,081443;0,626614
229;Fish;5245;10486;;-0,276698;-0,243222;-0,951464;0,287678;0,430983;0,923361;;0,564376;0,674205;1,874825
228;Fish;5592;11180;;-0,26196;-0,835519;-0,348772;0,265794;0,956741;0,439248;;0,527754;1,79226;0,78802
116;Chair;13463;26926;;-0,488181;-0,791665;-0,439567;0,487429;0,848201;0,606391;;0,97561;1,639866;1,045958
115;Chair;10043;20086;;-0,451947;-0,859943;-0,457296;0,375666;0,643392;0,483736;;0,827613;1,503335;0,9410321
114;Chair;5794;11588;;-0,30764;-0,868515;-0,300276;0,302145;0,556769;0,397898;;0,609785;1,425284;0,698174
113;Chair;10748;21500;;-0,461941;-0,857196;-0,451694;0,351039;0,61956;0,474219;;0,81298;1,476756;0,925913
112;Chair;13628;27256;;-0,392046;-0,781521;-0,54687;0,393354;0,646043;0,449151;;0,7854;1,427564;0,996021
m976;m976;1272;1889;;0,025;0,025;0,025;0,747674;0,975;0,708802;;0,722674;0,95;0,683802
m975;m975;241;460;;0,025;0,025;0,025;0,636954;0,975;0,199078;;0,611954;0,95;0,174078
m974;m974;379;388;;0,025;0,025;0,025;0,378277;0,975;0,215228;;0,353277;0,95;0,190228
m973;m973;15492;24673;;0,025;0,025;0,025;0,679426;0,975;0,557929;;0,654426;0,95;0,532929
m972;m972;16197;15625;;0,025;0,025;0,025;0,975;0,634839;0,609769;;0,95;0,609839;0,584769
m971;m971;3962;3676;;0,025;0,025;0,025;0,975;0,629853;0,57088;;0,95;0,604853;0,54588
m970;m970;1416;2292;;0,025;0,025;0,025;0,493717;0,975;0,793381;;0,468717;0,95;0,768381
m969;m969;9748;4697;;0,025;0,025;0,025;0,975;0,739895;0,876979;;0,95;0,714895;0,851979
m968;m968;9018;11712;;0,025;0,025;0,025;0,688396;0,596846;0,975;;0,663396;0,571846;0,95
m967;m967;12982;16912;;0,025;0,025;0,025;0,200176;0,471886;0,975;;0,175176;0,446886;0,95
m966;m966;7920;5280;;0,025;0,025;0,025;0,975;0,446096;0,896805;;0,95;0,421096;0,871805
m965;m965;13871;22999;;0,025;0,025;0,025;0,623671;0,975;0,778421;;0,598671;0,95;0,753421
m964;m964;13950;18851;;0,025;0,025;0,025;0,625189;0,975;0,562193;;0,600189;0,95;0,537193
m963;m963;11548;15008;;0,025;0,025;0,025;0,975;0,59748;0,946859;;0,95;0,57248;0,921859
m962;m962;15136;19104;;0,025;0,025;0,025;0,975;0,914711;0,96296;;0,95;0,889711;0,93796
m961;m961;6513;9427;;0,025;0,025;0,025;0,975;0,593275;0,892779;;0,95;0,568275;0,867779
m913;m913;104;188;;0,025;0,025;0,025;0,684242;0,902915;0,975;;0,659242;0,877915;0,95
m912;m912;36;60;;0,025;0,025;0,025;0,975;0,5;0,5;;0,95;0,475;0,475
m911;m911;44;62;;0,025;0,025;0,025;0,975;0,478625;0,5;;0,95;0,453625;0,475
m910;m910;352;1136;;0,025;0,025;0,025;0,975;0,546104;0,762046;;0,95;0,521104;0,737046
m909;m909;1586;3048;;0,025;0,025;0,025;0,703571;0,443779;0,975;;0,678571;0,418779;0,95
m908;m908;288;348;;0,025;0,025;0,025;0,975;0,380927;0,500002;;0,95;0,355927;0,475002
m907;m907;158;214;;0,025;0,025;0,025;0,460914;0,975;0,461116;;0,435914;0,95;0,436116
m906;m906;178;312;;0,025;0,025;0,025;0,732512;0,350511;0,975;;0,707512;0,325511;0,95
m905;m905;48;68;;0,025;0,025;0,025;0,975;0,84105;0,975;;0,95;0,8160501;0,95
m904;m904;128;152;;0,025;0,025;0,025;0,405951;0,975;0,405951;;0,380951;0,95;0,380951
m903;m903;40;60;;0,025;0,025;0,025;0,975;0,25027;0,236167;;0,95;0,22527;0,211167
m902;m902;198;372;;0,025;0,025;0,025;0,975;0,596181;0,436849;;0,95;0,571181;0,411849
m901;m901;190;360;;0,025;0,025;0,025;0,975;0,744646;0,755263;;0,95;0,719646;0,730263
m900;m900;288;348;;0,025;0,025;0,025;0,975;0,618426;0,381252;;0,95;0,593426;0,356252
m899;m899;288;348;;0,025;0,025;0,025;0,975;0,974353;0,975;;0,95;0,949353;0,95
m898;m898;288;348;;0,025;0,025;0,025;0,975;0,380927;0,500002;;0,95;0,355927;0,475002
m897;m897;128;152;;0,025;0,025;0,025;0,975;0,617266;0,262502;;0,95;0,592266;0,237502
m896;m896;144;160;;0,025;0,025;0,025;0,856245;0,975;0,856245;;0,831245;0,95;0,831245
m895;m895;80;100;;0,025;0,025;0,025;0,975;0,326611;0,618752;;0,95;0,301611;0,593752
m894;m894;80;100;;0,025;0,025;0,025;0,975;0,427148;0,975;;0,95;0,402148;0,95
m893;m893;184;292;;0,025;0,025;0,025;0,975;0,91561;0,571286;;0,95;0,89061;0,546286
m892;m892;174;288;;0,025;0,025;0,025;0,975;0,315248;0,5528;;0,95;0,290248;0,5278
m891;m891;190;360;;0,025;0,025;0,025;0,975;0,353995;0,575336;;0,95;0,328995;0,550336
m890;m890;508;979;;0,025;0,025;0,025;0,975;0,568416;0,650796;;0,95;0,543416;0,625796
m889;m889;511;1018;;0,025;0,025;0,025;0,599306;0,56505;0,975;;0,574306;0,54005;0,95
m888;m888;36;60;;0,025;0,025;0,025;0,975;0,559375;0,5;;0,95;0,534375;0,475
m887;m887;340;616;;0,025;0,025;0,025;0,975;0,688021;0,341667;;0,95;0,663021;0,316667
m886;m886;996;2432;;0,025;0,025;0,025;0,975;0,461865;0,711496;;0,95;0,436865;0,686496
m885;m885;232;408;;0,025;0,025;0,025;0,975;0,388674;0,500002;;0,95;0,363674;0,475002
m884;m884;274;532;;0,025;0,025;0,025;0,613048;0,520197;0,975;;0,588048;0,495197;0,95
m883;m883;96;172;;0,025;0,025;0,025;0,975;0,975;0,975;;0,95;0,95;0,95
m882;m882;598;1072;;0,025;0,025;0,025;0,975;0,809783;0,531445;;0,95;0,784783;0,5064451
m881;m881;60;86;;0,025;0,025;0,025;0,975;0,658333;0,341667;;0,95;0,633333;0,316667
m880;m880;44;52;;0,025;0,025;0,025;0,479578;0,243107;0,975;;0,454578;0,218107;0,95
m879;m879;276;556;;0,025;0,025;0,025;0,975;0,38125;0,500002;;0,95;0,35625;0,475002
m878;m878;320;534;;0,025;0,025;0,025;0,885122;0,975;0,885123;;0,860122;0,95;0,860123
m877;m877;56;84;;0,025;0,025;0,025;0,975;0,351352;0,975;;0,95;0,326352;0,95
m876;m876;44;52;;0,025;0,025;0,025;0,975;0,664286;0,974996;;0,95;0,639286;0,949996
m875;m875;528;744;;0,025;0,025;0,025;0,975;0,263804;0,384483;;0,95;0,238804;0,359483
m874;m874;68;88;;0,025;0,025;0,025;0,975;0,355804;0,432143;;0,95;0,330804;0,407143
m873;m873;679;1206;;0,025;0,025;0,025;0,678125;0,580156;0,975;;0,653125;0,5551561;0,95
m872;m872;2229;4413;;0,025;0,025;0,025;0,975;0,369962;0,447246;;0,95;0,344962;0,422246
m871;m871;60;184;;0,025;0,025;0,025;0,895906;0,975;0,892876;;0,870906;0,95;0,8678761
m870;m870;48;92;;0,025;0,025;0,025;0,570807;0,440659;0,975;;0,545807;0,415659;0,95
m869;m869;2260;4261;;0,025;0,025;0,025;0,421521;0,975;0,388557;;0,396521;0,95;0,363557
m868;m868;112;180;;0,025;0,025;0,025;0,387727;0,975;0,197727;;0,362727;0,95;0,172727
m867;m867;72;108;;0,025;0,025;0,025;0,554508;0,975;0,19112;;0,529508;0,95;0,16612
m866;m866;221;274;;0,025;0,025;0,025;0,936995;0,975;0,329004;;0,9119951;0,95;0,304004
m865;m865;255;318;;0,025;0,025;0,025;0,722957;0,975;0,257657;;0,697957;0,95;0,232657
m864;m864;323;406;;0,025;0,025;0,025;0,5;0,975;0,183336;;0,475;0,95;0,158336
m863;m863;289;362;;0,025;0,025;0,025;0,590289;0,975;0,213433;;0,565289;0,95;0,188433
m862;m862;544;1024;;0,025;0,025;0,025;0,468246;0,975;0,912536;;0,443246;0,95;0,887536
m861;m861;150;232;;0,025;0,025;0,025;0,975;0,910624;0,176864;;0,95;0,8856241;0,151864
m860;m860;56;84;;0,025;0,025;0,025;0,975;0,788295;0,291699;;0,95;0,763295;0,266699
